ticket_id,account_id,created_date,raw_text,true_category,true_severity
TK107632,ACC102517,2026-06-20,"Our API integration returns 500 errors on the positions endpoint. High priority, please escalate.",API/Integration,High
TK107633,ACC102517,2026-07-14,"Data migration during onboarding dropped several historical trades. High priority, please escalate. Please advise urgently.",Onboarding,High
TK107634,ACC102518,2026-07-03,"MFA lockout is blocking half our desk this morning. Moderate impact, we'd like this fixed soon. This is impacting our team.",Access/Permissions,Medium
TK107635,ACC102518,2026-05-31,"Filters reset every time we change tabs, it's frustrating. No rush on this one. Please advise urgently.",UI/Usability,Low
TK107636,ACC102518,2026-06-02,Billing shows Enterprise tier but we're on Growth. Not urgent but it keeps recurring. Any update would help.,Billing,Medium
TK107637,ACC102518,2026-06-17,MFA lockout is blocking half our desk this morning. Production is down for us — critical impact. This is impacting our team.,Access/Permissions,Critical
TK107638,ACC102518,2026-07-13,Latency spikes make the blotter unusable at peak hours. Just a nice-to-have improvement.,Performance,Low
TK107639,ACC102519,2026-05-05,The REST API rate limit is blocking our overnight batch sync. We cannot operate until this is resolved. This is impacting our team.,API/Integration,Critical
TK107640,ACC102519,2026-05-23,MFA lockout is blocking half our desk this morning. It's affecting multiple users right now. Happy to jump on a call.,Access/Permissions,High
TK107641,ACC102519,2026-06-30,"Recon job flagged 39 unmatched trades again this morning. Moderate impact, we'd like this fixed soon. Any update would help.",Reconciliation,Medium
TK107642,ACC102519,2026-06-18,Admin role can't grant entitlements after the latest update. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Access/Permissions,Medium
TK107643,ACC102520,2026-05-13,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Performance,Medium
TK107644,ACC102521,2026-06-15,The REST API rate limit is blocking our overnight batch sync. This is seriously impacting our desk today. This is impacting our team.,API/Integration,High
TK107645,ACC102521,2026-05-28,The dashboard takes over 30 seconds to load during market open. No rush on this one. This is impacting our team.,Performance,Low
TK107646,ACC102521,2026-05-12,Webhook events stopped firing after we rotated our API keys. Production is down for us — critical impact.,API/Integration,Critical
TK107647,ACC102521,2026-05-01,The REST API rate limit is blocking our overnight batch sync. Disrupting our workflow but we have a workaround. Please advise urgently.,API/Integration,Medium
TK107648,ACC102521,2026-04-17,Reconciliation break between our ledger and your settlement report for 23/03. No rush on this one.,Reconciliation,Low
TK107649,ACC102521,2026-04-17,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Moderate impact, we'd like this fixed soon.",Onboarding,Medium
TK107650,ACC102522,2026-06-24,Admin role can't grant entitlements after the latest update. Not urgent but it keeps recurring.,Access/Permissions,Medium
TK107651,ACC102522,2026-05-27,"Pricing feed shows stale marks for several instruments. Moderate impact, we'd like this fixed soon.",Data Accuracy,Medium
TK107652,ACC102522,2026-05-02,Settlement instruction was rejected with no clear reason. This is seriously impacting our desk today. Please advise urgently.,Settlement,High
TK107653,ACC102522,2026-05-29,Latency spikes make the blotter unusable at peak hours. Just a nice-to-have improvement. Second time reporting this.,Performance,Low
TK107654,ACC102522,2026-05-18,"MFA lockout is blocking half our desk this morning. High priority, please escalate. This is impacting our team.",Access/Permissions,High
TK107655,ACC102523,2026-07-12,"Exported report totals don't tie out to the dashboard figures. Moderate impact, we'd like this fixed soon.",Reporting,Medium
TK107656,ACC102523,2026-05-01,Trade TRD89680 failed to settle and is stuck in pending status. We cannot operate until this is resolved. This is impacting our team.,Settlement,Critical
TK107657,ACC102523,2026-04-26,Webhook events stopped firing after we rotated our API keys. This is blocking all trading and needs an urgent fix. Please advise urgently.,API/Integration,Critical
TK107658,ACC102523,2026-04-27,MFA lockout is blocking half our desk this morning. Disrupting our workflow but we have a workaround. This is impacting our team.,Access/Permissions,Medium
TK107659,ACC102523,2026-04-27,Can't schedule the regulatory report — it times out on generation. This is seriously impacting our desk today.,Reporting,High
TK107660,ACC102524,2026-07-15,End-of-day balances don't match after recon — we're off by $467k. This is blocking all trading and needs an urgent fix.,Reconciliation,Critical
TK107661,ACC102524,2026-05-22,"The REST API rate limit is blocking our overnight batch sync. Minor issue, low priority.",API/Integration,Low
TK107662,ACC102524,2026-05-29,"Recon job flagged 6 unmatched trades again this morning. High priority, please escalate. Second time reporting this.",Reconciliation,High
TK107663,ACC102525,2026-05-29,"Filters reset every time we change tabs, it's frustrating. Not urgent but it keeps recurring. Please advise urgently.",UI/Usability,Medium
TK107664,ACC102526,2026-05-24,"Recon job flagged 25 unmatched trades again this morning. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reconciliation,Medium
TK107665,ACC102526,2026-05-26,Can't schedule the regulatory report — it times out on generation. This is seriously impacting our desk today. Please advise urgently.,Reporting,High
TK107666,ACC102527,2026-05-18,The daily P&L export is missing columns since the last release. Not urgent but it keeps recurring. This is impacting our team.,Reporting,Medium
TK107667,ACC102527,2026-07-05,Latency spikes make the blotter unusable at peak hours. Production is down for us — critical impact. This is impacting our team.,Performance,Critical
TK107668,ACC102527,2026-06-08,Query performance has degraded badly this week. Disrupting our workflow but we have a workaround.,Performance,Medium
TK107669,ACC102527,2026-06-18,Webhook events stopped firing after we rotated our API keys. No rush on this one. Any update would help.,API/Integration,Low
TK107670,ACC102528,2026-06-21,Recon job flagged 39 unmatched trades again this morning. Not urgent but it keeps recurring.,Reconciliation,Medium
TK107671,ACC102528,2026-04-18,"Exported report totals don't tie out to the dashboard figures. High priority, please escalate.",Reporting,High
TK107672,ACC102529,2026-04-19,"MFA lockout is blocking half our desk this morning. Minor issue, low priority.",Access/Permissions,Low
TK107673,ACC102529,2026-06-30,Settlement instruction was rejected with no clear reason. It's affecting multiple users right now. This is impacting our team.,Settlement,High
TK107674,ACC102529,2026-05-10,Settlement instruction was rejected with no clear reason. We cannot operate until this is resolved. Second time reporting this.,Settlement,Critical
TK107675,ACC102529,2026-06-06,"Onboarding docs don't match the current UI, we're stuck at SSO setup. It's affecting multiple users right now. Any update would help.",Onboarding,High
TK107676,ACC102530,2026-06-20,Several settlements missed the cutoff window yesterday. It's affecting multiple users right now.,Settlement,High
TK107677,ACC102530,2026-04-18,Query performance has degraded badly this week. It's affecting multiple users right now.,Performance,High
TK107678,ACC102531,2026-04-23,Settlement instruction was rejected with no clear reason. No rush on this one.,Settlement,Low
TK107679,ACC102531,2026-07-06,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring. Happy to jump on a call.,API/Integration,Medium
TK107680,ACC102531,2026-05-11,"Webhook events stopped firing after we rotated our API keys. High priority, please escalate.",API/Integration,High
TK107681,ACC102532,2026-05-30,The daily P&L export is missing columns since the last release. This is blocking all trading and needs an urgent fix.,Reporting,Critical
TK107682,ACC102532,2026-06-19,Settlement instruction was rejected with no clear reason. Production is down for us — critical impact. Happy to jump on a call.,Settlement,Critical
TK107683,ACC102532,2026-07-06,A user can see accounts they shouldn't have permission to view. Not urgent but it keeps recurring. This is impacting our team.,Access/Permissions,Medium
TK107684,ACC102532,2026-05-01,New user setup is confusing — we can't complete account configuration. It's affecting multiple users right now. Please advise urgently.,Onboarding,High
TK107685,ACC102532,2026-07-09,The new layout hides the export button — very hard to find. Not urgent but it keeps recurring. Second time reporting this.,UI/Usability,Medium
TK107686,ACC102532,2026-06-01,Latency spikes make the blotter unusable at peak hours. This is seriously impacting our desk today. Please advise urgently.,Performance,High
TK107687,ACC102532,2026-07-09,"Can't schedule the regulatory report — it times out on generation. Minor issue, low priority. Any update would help.",Reporting,Low
TK107688,ACC102532,2026-05-18,A user can see accounts they shouldn't have permission to view. Disrupting our workflow but we have a workaround.,Access/Permissions,Medium
TK107689,ACC102533,2026-07-02,Reconciliation break between our ledger and your settlement report for 22/03. Not urgent but it keeps recurring. Happy to jump on a call.,Reconciliation,Medium
TK107690,ACC102533,2026-05-24,A user can see accounts they shouldn't have permission to view. This is seriously impacting our desk today. Second time reporting this.,Access/Permissions,High
